ta_id,tr_ratings,profitrew,ratings_summary,ball
d12612823,63.0,92.06349206349206,3.25,4.5
d1422457,309.0,70.55016181229773,3.75,3.5
d12644198,47.0,91.48936170212765,3.5,4.5
d5220350,274.0,71.16788321167883,3.75,3.5
d6882378,136.0,72.79411764705883,3.0,3.75
d3600234,233.0,82.83261802575106,4.25,4.25
d2628584,119.0,86.55462184873949,4.5,4.25
d1017418,236.0,80.9322033898305,4.0,4.0
d1762739,352.0,77.27272727272727,4.0,3.75
d11865425,0.0,0.0,0.0,0.0
d1753731,288.0,67.3611111111111,3.5,3.25
d1028913,126.0,91.2698412698413,4.5,4.5
d1014936,88.0,84.0909090909091,4.0,4.25
d1906553,96.0,87.5,4.5,4.5
d789154,332.0,75.0,3.75,3.75
d2654941,127.0,88.97637795275591,4.5,4.5
d2483831,152.0,88.81578947368422,4.0,4.5
d12408200,0.0,0.0,0.0,0.0
d1124979,1815.0,49.36639118457301,3.5,2.5
d719384,147.0,88.43537414965986,4.5,4.5
d7086052,80.0,87.5,4.5,4.5
d10325373,108.0,78.7037037037037,3.0,4.0
d7253990,0.0,0.0,0.0,0.0
d2065403,0.0,0.0,0.0,0.0
d8399050,54.0,94.44444444444444,3.25,4.75
d801188,620.0,66.61290322580646,3.5,3.25
d2561810,193.0,86.01036269430051,4.25,4.25
d2253790,575.0,59.82608695652174,3.5,3.0
d720499,224.0,79.01785714285714,4.0,4.0
d734010,27.0,88.8888888888889,3.0,4.5
d6673110,121.0,84.29752066115702,4.25,4.25
d730404,141.0,77.30496453900709,4.0,3.75
d2170107,494.0,63.157894736842096,3.75,3.25
d7754070,52.0,98.07692307692308,3.5,5.0
d6472968,62.0,85.48387096774194,4.5,4.25
d809231,334.0,78.74251497005989,4.0,4.0
d4083599,128.0,72.65625,4.0,3.75
d7823617,167.0,83.23353293413173,3.5,4.25
d6874059,76.0,84.21052631578947,3.0,4.25
d717886,392.0,72.44897959183673,4.0,3.5
d3243623,81.0,91.35802469135805,4.0,4.5
d5122848,90.0,96.66666666666669,3.0,4.75
d6168406,53.0,100.0,5.0,5.0
d808726,247.0,81.37651821862349,4.0,4.0
d1989919,286.0,74.47552447552448,3.75,3.75
d12880119,81.0,79.01234567901234,3.25,4.0
d12622758,68.0,91.17647058823529,3.5,4.5
d3447882,89.0,83.14606741573034,4.0,4.25
d8131586,205.0,76.09756097560975,3.0,3.75
d12510264,16.0,93.75,3.0,4.75
d12700680,103.0,98.05825242718448,3.5,5.0
d3398310,316.0,61.07594936708861,3.5,3.0
d2164291,178.0,75.28089887640449,4.0,3.75
d733510,180.0,72.77777777777777,4.0,3.75
d1420214,355.0,81.40845070422536,3.75,4.0
d2658743,828.0,68.11594202898551,4.0,3.5
d10553819,257.0,73.92996108949417,3.0,3.75
d700434,127.0,90.5511811023622,4.25,4.5
d7153473,84.0,76.19047619047619,3.0,3.75
d12510179,91.0,76.92307692307693,3.0,3.75
d8352451,0.0,0.0,0.0,0.0
d1009460,213.0,78.40375586854461,4.0,4.0
d3953713,113.0,78.76106194690266,4.0,4.0
d1521510,0.0,0.0,0.0,0.0
d2009367,0.0,0.0,0.0,0.0
d8505812,73.0,83.56164383561644,3.25,4.25
d8773154,127.0,76.37795275590551,3.0,3.75
d12316211,26.0,84.61538461538461,3.25,4.25
d2351352,0.0,0.0,0.0,0.0
d2507990,165.0,76.36363636363637,4.0,3.75
d1017408,229.0,80.78602620087338,4.25,4.0
d815989,147.0,91.83673469387756,4.5,4.5
d4731793,347.0,71.46974063400576,4.0,3.5
d1749471,347.0,81.26801152737752,4.5,4.0
d3375289,171.0,81.28654970760235,4.25,4.0
d3561658,134.0,88.05970149253731,4.5,4.5
d4814871,114.0,88.59649122807018,4.25,4.5
d3367131,167.0,80.83832335329342,4.25,4.0
d2047616,462.0,70.12987012987013,4.0,3.5
d733503,120.0,84.16666666666667,4.0,4.25
d2523434,0.0,0.0,0.0,0.0
d11910444,230.0,68.26086956521739,2.75,3.5
d1727922,70.0,90.0,4.5,4.5
d13150804,392.0,82.14285714285714,3.25,4.0
d1380826,0.0,0.0,0.0,0.0
d1134186,152.0,73.68421052631578,3.5,3.75
d2058877,99.0,85.85858585858584,4.5,4.25
d1819662,474.0,60.75949367088608,3.75,3.0
d844484,211.0,71.56398104265402,3.75,3.5
d12155644,302.0,69.86754966887418,3.0,3.5
d1030618,329.0,71.73252279635258,3.75,3.5
d7145761,116.0,84.48275862068967,4.5,4.25
d8833751,100.0,84.0,3.0,4.25
d2369427,54.0,94.44444444444444,4.5,4.75
d953835,172.0,79.06976744186046,4.5,4.0
d1014688,170.0,81.17647058823529,4.0,4.0
d1480859,153.0,84.9673202614379,4.5,4.25
d2006514,763.0,73.00131061598951,3.5,3.75
d717941,104.0,79.80769230769229,4.0,4.0
d733582,150.0,82.0,4.0,4.0
d1900264,289.0,67.82006920415225,3.5,3.5
d7686442,233.0,67.38197424892704,4.0,3.25
d1316589,58.0,84.48275862068967,3.75,4.25
d4607806,80.0,88.75,4.0,4.5
d7702912,144.0,70.1388888888889,2.5,3.5
d3255139,103.0,74.75728155339806,4.0,3.75
d8320077,0.0,0.0,0.0,0.0
d1018821,258.0,64.34108527131785,4.0,3.25
d8281804,921.0,72.42128121606949,4.0,3.5
d10389694,43.0,93.02325581395347,3.5,4.75
d12923460,75.0,98.66666666666669,3.75,5.0
d6542672,119.0,63.02521008403361,3.5,3.25
d8442504,200.0,72.5,3.0,3.5
d12654172,78.0,82.05128205128204,3.25,4.0
d733519,132.0,73.48484848484848,4.0,3.75
d1160465,90.0,85.55555555555556,4.25,4.25
d2661699,319.0,67.0846394984326,4.0,3.25
d720374,200.0,78.5,4.0,4.0
d3418503,345.0,62.60869565217392,3.5,3.25
d753823,180.0,69.44444444444444,3.5,3.5
d4368340,197.0,74.61928934010153,4.0,3.75
d1066763,256.0,76.171875,4.0,3.75
d4994869,101.0,86.13861386138613,4.25,4.25
d10034025,51.0,88.23529411764706,3.5,4.5
d4102644,216.0,76.3888888888889,4.0,3.75
d3314907,217.0,82.02764976958525,4.0,4.0
d10102945,131.0,77.09923664122137,3.0,3.75
d1389006,0.0,0.0,0.0,0.0
d2479240,133.0,65.41353383458647,3.5,3.25
d12400942,0.0,0.0,0.0,0.0
d8713769,291.0,71.47766323024055,3.0,3.5
d7789684,87.0,74.71264367816093,3.0,3.75
d8177960,56.0,85.71428571428571,3.5,4.25
d4327730,77.0,87.01298701298703,4.5,4.25
d11875239,0.0,0.0,0.0,0.0
d7213429,92.0,88.04347826086956,3.25,4.5
d7205527,0.0,0.0,0.0,0.0
d2539501,119.0,78.99159663865547,3.5,4.0
d1123243,0.0,0.0,0.0,0.0
d1421121,592.0,59.96621621621622,3.5,3.0
d12124190,26.0,88.46153846153845,3.5,4.5
d9456933,102.0,83.33333333333334,3.25,4.25
d734142,329.0,68.99696048632221,4.0,3.5
d6541474,77.0,81.81818181818183,4.5,4.0
d3846136,169.0,74.55621301775149,4.5,3.75
d731501,216.0,74.53703703703705,4.0,3.75
d1117501,185.0,73.51351351351352,3.5,3.75
d7193956,0.0,0.0,0.0,0.0
d12440272,5.0,100.0,3.75,5.0
d5484898,0.0,0.0,0.0,0.0
d11866117,69.0,85.5072463768116,3.0,4.25
d8416116,404.0,54.455445544554465,2.5,2.75
d4361868,56.0,91.07142857142857,4.5,4.5
d804653,669.0,91.4798206278027,4.5,4.5
d8805260,0.0,0.0,0.0,0.0
d11745698,36.0,77.7777777777778,3.5,4.0
d3510151,139.0,84.1726618705036,4.25,4.25
d1044719,454.0,65.63876651982379,3.5,3.25
d4106197,44.0,93.18181818181816,5.0,4.75
d8396544,102.0,89.21568627450979,3.5,4.5
d11676159,78.0,80.76923076923076,3.0,4.0
d7370351,103.0,85.43689320388349,4.5,4.25
d2369021,0.0,0.0,0.0,0.0
d1452011,145.0,78.6206896551724,4.0,4.0
d7606819,138.0,80.43478260869566,3.25,4.0
d4462991,420.0,60.0,3.75,3.0
d1044152,834.0,58.03357314148682,3.5,3.0
d2351413,38.0,78.94736842105263,3.0,4.0
d2418348,143.0,67.83216783216784,3.75,3.5
d3567879,236.0,75.42372881355931,4.0,3.75
d7259635,0.0,0.0,0.0,0.0
d12665897,113.0,93.80530973451329,3.5,4.75
d3645688,175.0,80.57142857142857,4.0,4.0
d12358721,106.0,89.62264150943396,3.0,4.5
d3806658,122.0,68.85245901639344,3.75,3.5
d733573,0.0,0.0,0.0,0.0
d6896761,237.0,62.0253164556962,3.5,3.0
d2161104,251.0,76.89243027888445,4.0,3.75
d1421104,101.0,81.1881188118812,4.0,4.0
d8331235,88.0,86.36363636363636,3.5,4.25
d8261463,183.0,76.50273224043715,3.0,3.75
d8262373,59.0,86.4406779661017,3.0,4.25
d10780561,124.0,63.70967741935484,3.0,3.25
d966194,265.0,85.28301886792453,4.0,4.25
d1015654,311.0,73.63344051446946,4.0,3.75
d8284029,0.0,0.0,0.0,0.0
d7100274,62.0,95.16129032258064,4.5,4.75
d10468762,35.0,80.0,3.25,4.0
d730408,157.0,77.70700636942675,4.0,4.0
d7362032,0.0,0.0,0.0,0.0
d2199239,0.0,0.0,0.0,0.0
d11955566,58.0,70.6896551724138,3.0,3.5
d8145837,0.0,0.0,0.0,0.0
d1380701,234.0,73.50427350427351,3.75,3.75
d1013777,305.0,71.80327868852459,4.0,3.5
d4338906,570.0,65.26315789473685,3.5,3.25
d1133477,202.0,67.82178217821783,4.0,3.5
d9783295,438.0,62.78538812785388,3.0,3.25
d12367547,981.0,84.60754332313965,4.0,4.25
d9720257,59.0,89.83050847457628,3.0,4.5
d11761277,0.0,0.0,0.0,0.0
d12847775,0.0,0.0,0.0,0.0
d1044096,525.0,78.85714285714286,4.5,4.0
d1863290,153.0,83.00653594771242,4.0,4.25
d3387930,87.0,75.86206896551724,4.0,3.75
d7139045,103.0,86.40776699029125,4.5,4.25
d12697784,253.0,95.25691699604744,3.5,4.75
d737345,1371.0,63.82202771699489,3.5,3.25
d13001800,100.0,84.0,3.25,4.25
d2571824,115.0,79.13043478260869,4.0,4.0
d13135838,94.0,94.6808510638298,3.5,4.75
d805601,595.0,63.529411764705884,3.5,3.25
d1389777,433.0,67.2055427251732,3.5,3.25
d4221242,310.0,56.129032258064505,3.5,2.75
d3567615,148.0,84.45945945945947,4.5,4.25
d4594041,145.0,77.93103448275863,4.0,4.0
d6154383,183.0,73.224043715847,4.0,3.75
d1018436,91.0,85.71428571428571,4.25,4.25
d6894214,122.0,70.49180327868852,4.0,3.5
d10291714,0.0,0.0,0.0,0.0
d680492,469.0,72.70788912579955,4.0,3.75
d5098588,163.0,65.03067484662577,4.0,3.25
d7286597,65.0,89.23076923076924,3.25,4.5
d3322945,192.0,72.91666666666666,3.75,3.75
d3459155,138.0,86.23188405797102,4.5,4.25
d8854464,0.0,0.0,0.0,0.0
d6714146,59.0,81.35593220338984,4.5,4.0
d4301229,87.0,83.9080459770115,4.0,4.25
d10514066,67.0,98.50746268656715,3.75,5.0
d2137398,278.0,76.97841726618705,4.0,3.75
d9783590,39.0,100.0,3.5,5.0
d6226900,82.0,92.6829268292683,4.5,4.75
d9715970,140.0,73.57142857142857,3.25,3.75
d2011031,128.0,82.8125,4.0,4.25
d1016408,230.0,71.73913043478261,4.0,3.5
d1122597,3246.0,77.41836105976586,4.5,3.75
d1017387,145.0,71.72413793103449,3.5,3.5
d7287185,88.0,89.77272727272727,3.5,4.5
d1019611,249.0,67.8714859437751,3.75,3.5
d719318,493.0,59.63488843813387,3.5,3.0
d3627049,90.0,91.11111111111113,4.5,4.5
d3583541,48.0,100.0,4.5,5.0
d1044361,220.0,78.18181818181819,4.0,4.0
d11963632,138.0,63.04347826086957,3.0,3.25
d12654182,91.0,87.9120879120879,3.5,4.5
d11865152,56.0,83.92857142857143,3.5,4.25
d2012800,77.0,84.4155844155844,4.0,4.25
d7987496,68.0,88.23529411764706,3.5,4.5
d3953749,109.0,78.89908256880734,4.0,4.0
d3185366,260.0,72.69230769230771,4.0,3.75
d1016845,188.0,81.91489361702128,4.0,4.0
d9784345,53.0,92.45283018867924,3.25,4.5
d13135546,78.0,80.76923076923076,3.25,4.0
d9463148,336.0,69.34523809523809,3.0,3.5
d4598279,134.0,66.4179104477612,3.5,3.25
d12142091,37.0,78.37837837837837,3.0,4.0
d1013999,295.0,74.91525423728814,4.0,3.75
d720903,274.0,75.54744525547446,4.25,3.75
d2316707,194.0,73.1958762886598,3.5,3.75
d3584907,165.0,69.6969696969697,4.0,3.5
d2357851,205.0,77.5609756097561,3.75,4.0
d9800771,39.0,89.74358974358975,3.5,4.5
d6922113,157.0,68.78980891719746,4.0,3.5
d11641779,37.0,89.18918918918921,3.5,4.5
d1015911,0.0,0.0,0.0,0.0
d3842723,50.0,86.0,4.5,4.25
d2256984,84.0,80.95238095238095,3.5,4.0
d5122766,57.0,84.21052631578947,2.5,4.25
d733995,215.0,69.30232558139535,3.5,3.5
d12957900,76.0,96.05263157894736,3.5,4.75
d13151236,53.0,71.69811320754717,3.0,3.5
d13093464,90.0,91.11111111111113,3.5,4.5
d8773148,866.0,70.66974595842956,4.0,3.5
d7824449,171.0,66.66666666666666,3.0,3.25
d1016800,49.0,87.75510204081633,4.5,4.5
d1044567,613.0,70.30995106035888,4.0,3.5
d1077623,312.0,70.19230769230771,3.5,3.5
d1010322,105.0,84.76190476190476,4.0,4.25
d2399499,175.0,76.57142857142857,4.0,3.75
d1421052,0.0,0.0,0.0,0.0
d4174298,54.0,92.5925925925926,3.5,4.75
d8863544,82.0,67.07317073170732,2.5,3.25
d10814388,0.0,0.0,0.0,0.0
d12269637,60.0,66.66666666666666,3.0,3.25
d10044373,170.0,64.70588235294117,3.0,3.25
d1200590,339.0,59.88200589970501,3.5,3.0
d1014944,0.0,0.0,0.0,0.0
d1180250,2210.0,67.14932126696831,3.5,3.25
d968735,164.0,87.1951219512195,4.25,4.25
d8413266,158.0,84.81012658227847,3.0,4.25
d1316419,123.0,85.36585365853658,4.25,4.25
d1456708,228.0,69.73684210526315,4.0,3.5
d734307,396.0,61.61616161616161,3.5,3.0
d3982337,186.0,77.4193548387097,4.0,3.75
d7062895,437.0,55.148741418764295,3.75,2.75
d7323375,53.0,86.7924528301887,3.5,4.25
d5616037,81.0,69.1358024691358,4.0,3.5
d11824642,48.0,58.33333333333334,2.5,3.0
d8698417,239.0,70.29288702928868,3.0,3.5
d9712545,45.0,80.0,3.0,4.0
d8821690,139.0,69.06474820143886,3.0,3.5
d1991548,196.0,67.85714285714286,4.0,3.5
d3222960,275.0,73.0909090909091,4.0,3.75
d966167,289.0,78.54671280276817,4.0,4.0
d6028806,165.0,82.42424242424242,4.5,4.0
d1524388,89.0,74.15730337078651,3.5,3.75
d4051367,0.0,0.0,0.0,0.0
d7297001,94.0,82.97872340425532,4.5,4.25
d1051615,173.0,73.41040462427745,4.0,3.75
d9715574,45.0,93.33333333333331,3.5,4.75
d3404362,210.0,70.95238095238095,4.0,3.5
d2642777,81.0,90.12345679012344,4.5,4.5
d10736360,109.0,69.72477064220182,3.0,3.5
d781382,167.0,71.8562874251497,4.0,3.5
d10323659,49.0,91.83673469387756,3.5,4.5
d11871988,68.0,73.52941176470588,3.0,3.75
d8874177,0.0,0.0,0.0,0.0
d4009634,0.0,0.0,0.0,0.0
d5987260,0.0,0.0,0.0,0.0
d7231890,189.0,76.71957671957672,4.0,3.75
d2425371,86.0,80.23255813953489,4.25,4.0
d7993676,189.0,70.8994708994709,3.0,3.5
d10693506,30.0,96.66666666666669,3.5,4.75
d1044248,39.0,94.87179487179485,4.5,4.75
d942184,163.0,77.30061349693251,4.0,3.75
d953843,683.0,58.41874084919473,3.5,3.0
d2423545,269.0,79.182156133829,4.25,4.0
d3199198,456.0,50.877192982456144,3.5,2.5
d815603,1243.0,91.06999195494772,4.25,4.5
d1117537,312.0,71.15384615384616,3.75,3.5
d12497859,40.0,87.5,3.5,4.5
d12703766,393.0,77.35368956743002,3.0,3.75
d2330525,143.0,86.7132867132867,4.0,4.25
d1890582,114.0,84.21052631578947,4.25,4.25
d9589941,90.0,91.11111111111113,3.25,4.5
d2669895,145.0,71.0344827586207,4.0,3.5
d8384244,57.0,75.43859649122807,3.0,3.75
d734191,131.0,83.20610687022902,4.0,4.25
d1486706,130.0,60.0,3.25,3.0
d10063149,0.0,0.0,0.0,0.0
d733547,546.0,63.73626373626372,4.0,3.25
d7688421,77.0,92.20779220779221,3.5,4.5
d6620896,136.0,66.91176470588235,4.0,3.25
d3982253,68.0,89.70588235294117,4.5,4.5
d7735234,35.0,85.71428571428571,3.5,4.25
d1043715,93.0,92.47311827956987,4.5,4.5
d12714126,59.0,79.66101694915254,3.0,4.0
d12590531,3334.0,74.92501499700059,4.0,3.75
d5122209,71.0,95.77464788732394,3.5,4.75
d7281322,74.0,90.54054054054052,4.75,4.5
d1650907,134.0,76.11940298507463,4.0,3.75
d3685593,119.0,81.51260504201679,4.25,4.0
d8665366,63.0,96.82539682539681,3.5,4.75
d4947044,127.0,68.50393700787401,3.75,3.5
d12620661,49.0,95.91836734693877,3.5,4.75
d12617040,0.0,0.0,0.0,0.0
d8830107,0.0,0.0,0.0,0.0
d1571648,938.0,54.26439232409381,3.5,2.75
d1011178,97.0,78.35051546391753,3.75,4.0
d3192830,130.0,82.30769230769229,4.25,4.0
d4168400,172.0,72.09302325581395,4.0,3.5
d7284102,130.0,74.61538461538461,4.0,3.75
d4295135,358.0,59.217877094972074,3.5,3.0
d2634724,109.0,82.56880733944955,4.5,4.25
d720313,90.0,83.33333333333334,4.25,4.25
d1044468,52.0,88.46153846153845,4.25,4.5
d6970775,60.0,91.66666666666666,3.25,4.5
d1019267,273.0,80.21978021978022,4.0,4.0
d5220158,93.0,75.26881720430106,4.25,3.75
d1501228,50.0,74.0,3.75,3.75
d7211513,41.0,90.24390243902441,3.25,4.5
d731624,81.0,83.95061728395059,4.25,4.25
d1316019,279.0,76.70250896057348,4.0,3.75
d10617666,73.0,71.23287671232877,3.0,3.5
d12428111,68.0,73.52941176470588,3.0,3.75
d1016197,57.0,91.22807017543859,4.25,4.5
d1017405,98.0,84.6938775510204,4.25,4.25
d4861233,277.0,64.25992779783394,3.75,3.25
d3568618,317.0,67.50788643533123,3.5,3.5
d2256065,272.0,83.45588235294117,4.5,4.25
d6163916,67.0,88.05970149253731,4.5,4.5
d731014,277.0,76.89530685920576,4.0,3.75
d12412173,274.0,68.24817518248175,2.75,3.5
d3338556,99.0,84.84848484848484,4.5,4.25
d3724646,82.0,86.58536585365853,4.5,4.25
d8449738,59.0,79.66101694915254,3.25,4.0
d1016461,204.0,59.31372549019608,3.5,3.0
d1989608,124.0,82.25806451612904,4.25,4.0
d8610938,136.0,80.88235294117648,3.25,4.0
d12416219,54.0,94.44444444444444,3.5,4.75
d10378075,59.0,81.35593220338984,3.5,4.0
d3531042,121.0,80.99173553719008,4.0,4.0
d1117483,178.0,76.40449438202246,4.0,3.75
d6631092,372.0,65.86021505376344,4.0,3.25
d1017316,140.0,75.71428571428571,4.5,3.75
d953416,634.0,58.83280757097793,3.5,3.0
d7117361,70.0,78.57142857142857,3.75,4.0
d3576908,73.0,97.26027397260277,4.5,4.75
d3471985,149.0,73.15436241610739,3.5,3.75
d3515059,75.0,94.66666666666669,3.75,4.75
d7226757,199.0,62.814070351758794,3.5,3.25
d680409,0.0,0.0,0.0,0.0
d783962,0.0,0.0,0.0,0.0
d4155575,138.0,74.63768115942028,4.0,3.75
d5263619,286.0,69.23076923076923,4.0,3.5
d3171327,217.0,64.0552995391705,3.5,3.25
d2189606,130.0,83.84615384615384,4.0,4.25
d9789962,425.0,52.0,2.5,2.5
d2520854,707.0,59.68882602545968,3.5,3.0
d1018958,296.0,56.418918918918905,3.5,2.75
d10826271,65.0,84.61538461538461,3.5,4.25
d1014952,103.0,89.32038834951456,4.25,4.5
d3228447,66.0,75.75757575757575,4.0,3.75
d2621260,0.0,0.0,0.0,0.0
d5850456,82.0,85.36585365853658,4.0,4.25
d3708400,76.0,90.7894736842105,4.5,4.5
d720949,1691.0,58.13128326434062,3.5,3.0
d7827386,183.0,72.6775956284153,3.0,3.75
d1014978,0.0,0.0,0.0,0.0
d5208327,53.0,86.7924528301887,4.0,4.25
d3479846,137.0,79.56204379562044,4.0,4.0
d7817516,43.0,88.3720930232558,3.25,4.5
d8762833,71.0,78.8732394366197,3.25,4.0
d7778430,47.0,74.46808510638297,2.75,3.75
d2508040,181.0,70.1657458563536,4.0,3.5
d4469079,0.0,0.0,0.0,0.0
d734049,345.0,71.30434782608695,4.0,3.5
d4794966,171.0,70.17543859649122,4.0,3.5
d10558873,61.0,77.04918032786884,3.0,3.75
d1383240,508.0,48.425196850393704,3.5,2.5
d1571603,214.0,73.36448598130842,4.0,3.75
d4072545,77.0,80.51948051948051,4.0,4.0
d12492844,49.0,83.6734693877551,3.25,4.25
d3806905,260.0,72.30769230769229,4.0,3.5
d2410315,0.0,0.0,0.0,0.0
d10844645,36.0,91.66666666666666,3.75,4.5
d12510579,44.0,84.0909090909091,2.75,4.25
d7856228,268.0,58.58208955223882,2.75,3.0
d8329928,72.0,86.1111111111111,3.25,4.25
d10583685,38.0,84.21052631578947,3.0,4.25
d4136837,66.0,87.87878787878788,3.5,4.5
d11641749,0.0,0.0,0.0,0.0
d3530093,146.0,73.28767123287672,4.0,3.75
d10790210,75.0,97.33333333333334,3.5,4.75
d6491616,56.0,87.5,4.5,4.5
d2717245,239.0,80.75313807531381,4.25,4.0
d4838932,57.0,96.49122807017544,3.5,4.75
d2339461,195.0,75.38461538461539,4.0,3.75
d9748730,174.0,71.83908045977013,3.0,3.5
d2658104,264.0,71.5909090909091,4.0,3.5
d3400058,112.0,81.25,4.0,4.0
d10497068,82.0,65.85365853658537,3.0,3.25
d6899707,54.0,88.8888888888889,4.5,4.5
d4914361,46.0,86.95652173913044,4.0,4.25
d2313127,49.0,79.59183673469387,4.0,4.0
d7744052,76.0,80.26315789473685,3.25,4.0
d2239930,234.0,82.05128205128204,4.25,4.0
d12425777,35.0,88.57142857142857,3.5,4.5
d731442,75.0,89.33333333333331,4.5,4.5
d1316842,136.0,83.08823529411767,4.25,4.25
d6898250,54.0,74.07407407407408,3.0,3.75
d733393,173.0,75.72254335260115,4.0,3.75
d734012,157.0,70.70063694267515,3.5,3.5
d4912401,58.0,89.65517241379311,3.0,4.5
d733262,193.0,81.34715025906736,4.25,4.0
d3537986,199.0,67.33668341708542,4.0,3.25
d1317843,99.0,88.8888888888889,4.5,4.5
d5602415,284.0,81.69014084507045,4.25,4.0
d2559766,58.0,89.65517241379311,4.25,4.5
d2482191,280.0,78.57142857142857,4.0,4.0
d1636116,253.0,70.35573122529645,3.75,3.5
d4794492,44.0,97.72727272727272,4.75,5.0
d1803457,93.0,86.02150537634407,4.5,4.25
d10350203,48.0,87.5,3.0,4.5
d10233940,53.0,83.01886792452831,3.5,4.25
d1043699,314.0,74.20382165605095,4.0,3.75
d7937462,95.0,84.21052631578947,3.0,4.25
d2242363,62.0,91.93548387096773,4.25,4.5
d8317807,258.0,64.34108527131785,2.75,3.25
d1381827,85.0,88.23529411764706,4.0,4.5
d733580,186.0,70.96774193548387,3.75,3.5
d719634,126.0,87.30158730158729,4.5,4.25
d2015614,0.0,0.0,0.0,0.0
d12558281,0.0,0.0,0.0,0.0
d4895407,88.0,84.0909090909091,3.75,4.25
d733261,197.0,72.58883248730966,3.75,3.75
d1124986,781.0,40.33290653008963,3.0,2.0
d5443090,51.0,78.43137254901961,3.25,4.0
d789480,0.0,0.0,0.0,0.0
d5443242,39.0,82.05128205128204,3.25,4.0
d6970730,143.0,52.447552447552454,2.5,2.5
d7282153,0.0,0.0,0.0,0.0
d7127882,48.0,97.91666666666666,4.75,5.0
d4311404,358.0,64.52513966480447,4.0,3.25
d3622191,103.0,78.64077669902912,4.0,4.0
d1421034,122.0,74.59016393442623,4.0,3.75
d8610490,37.0,91.8918918918919,3.5,4.5
d2058182,288.0,72.91666666666666,4.0,3.75
d1043968,59.0,89.83050847457628,4.5,4.5
d8586436,0.0,0.0,0.0,0.0
d3869853,161.0,77.63975155279503,4.0,4.0
d8439113,38.0,97.36842105263158,3.5,4.75
d7151948,27.0,85.18518518518519,3.25,4.25
d2375171,299.0,63.87959866220736,3.5,3.25
d3639123,275.0,72.72727272727273,3.75,3.75
d1389595,211.0,66.82464454976304,3.5,3.25
d5243214,83.0,80.72289156626506,4.0,4.0
d8771263,55.0,90.9090909090909,3.5,4.5
d734348,134.0,88.05970149253731,4.5,4.5
d1388991,321.0,57.009345794392516,3.5,2.75
d4203562,184.0,71.19565217391305,4.0,3.5
d4237383,225.0,63.11111111111111,3.5,3.25
d1018393,123.0,69.91869918699186,3.75,3.5
d4495226,39.0,97.43589743589745,5.0,4.75
d7676077,78.0,85.8974358974359,3.5,4.25
d5002457,67.0,86.56716417910447,4.0,4.25
d5244268,87.0,80.45977011494253,4.25,4.0
d1309103,209.0,80.38277511961721,4.0,4.0
d2228340,193.0,75.64766839378238,4.0,3.75
d7737662,95.0,73.68421052631578,3.0,3.75
d2326397,201.0,77.11442786069652,4.0,3.75
d1017334,132.0,75.0,4.0,3.75
d1962974,233.0,65.23605150214593,3.5,3.25
d2154080,598.0,64.21404682274247,3.5,3.25
d4944503,467.0,65.52462526766595,4.0,3.25
d8829725,60.0,88.33333333333331,3.0,4.5
d8811875,61.0,95.08196721311475,3.5,4.75
d719979,186.0,80.10752688172043,4.25,4.0
d2646782,249.0,73.09236947791166,3.5,3.75
d3983688,86.0,83.72093023255816,4.0,4.25
d3834517,122.0,75.40983606557377,4.0,3.75
d5220353,62.0,82.25806451612904,4.0,4.0
d2228274,112.0,88.39285714285714,4.5,4.5
d732979,140.0,89.2857142857143,4.25,4.5
d3662949,73.0,90.41095890410958,4.5,4.5
d7274039,26.0,92.30769230769229,3.0,4.5
d2460531,164.0,75.0,4.0,3.75
d6627784,167.0,68.8622754491018,3.75,3.5
d8013311,109.0,79.81651376146789,3.0,4.0
d7616408,74.0,95.94594594594594,3.5,4.75
d13122101,53.0,81.13207547169812,3.0,4.0
d6533558,110.0,65.45454545454545,4.0,3.25
d720005,281.0,67.61565836298932,3.5,3.5
d9777793,62.0,83.87096774193549,3.0,4.25
d8098736,63.0,80.95238095238095,3.25,4.0
d730163,263.0,68.8212927756654,4.0,3.5
d1653208,698.0,64.32664756446992,3.75,3.25
d12142583,335.0,55.82089552238807,2.5,2.75
d4103022,134.0,84.32835820895522,4.25,4.25
d3534122,0.0,0.0,0.0,0.0
d3167475,134.0,76.11940298507463,4.0,3.75
d2001680,1080.0,50.83333333333333,3.5,2.5
d9714883,37.0,86.4864864864865,3.5,4.25
d2328331,136.0,71.32352941176471,3.75,3.5
d1044510,335.0,61.791044776119406,3.5,3.0
d5969298,0.0,0.0,0.0,0.0
d10499581,167.0,64.67065868263471,2.75,3.25
d6219693,523.0,64.62715105162525,4.0,3.25
d10309024,21.0,95.23809523809523,3.5,4.75
d12167499,50.0,90.0,3.5,4.5
d1898360,224.0,68.30357142857143,3.75,3.5
d4039823,345.0,64.34782608695652,3.5,3.25
d9738736,70.0,85.71428571428571,3.5,4.25
d946641,214.0,76.16822429906544,4.0,3.75
d4600641,169.0,71.00591715976331,4.25,3.5
d4419236,0.0,0.0,0.0,0.0
d7847565,138.0,75.36231884057972,3.0,3.75
d2416990,86.0,82.55813953488372,4.0,4.25
d5058453,308.0,58.116883116883116,3.5,3.0
d2563124,143.0,69.23076923076923,3.75,3.5
d4296308,46.0,95.65217391304348,3.5,4.75
d3184097,114.0,85.08771929824562,4.0,4.25
d2620867,321.0,58.878504672897186,3.5,3.0
d8846039,226.0,71.68141592920355,3.0,3.5
d7617929,48.0,87.5,3.25,4.5
