City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,food,service,value,atmosphere,tr_rating_5,tr_rating_4,tr_rating_3,tr_rating_2,tr_rating_1,tr_ratings,profitrew,ratings_summary,ball
Barcelona,['Bar'],5415.0,,12.0,"[['Recommended!', 'Chinese wok'], ['11/11/2015', '08/20/2015']]",/Restaurant_Review-g187497-d5081092-Reviews-Mama_Cuisine-Barcelona_Catalonia.html,d5081092,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,100.0,0.0,5.0
Barcelona,"['Mediterranean', 'European', 'Spanish', 'Gluten Free Options', 'Vegetarian Friendly']",4379.0,$$ - $$$,794.0,"[['Good food', 'Super location great atmosphere'], ['12/17/2017', '11/11/2017']]",/Restaurant_Review-g187497-d2295507-Reviews-Mussol_Arenas-Barcelona_Catalonia.html,d2295507,35.0,35.0,35.0,35.0,47.0,65.0,55.0,22.0,42.0,231.0,48.48484848484848,3.5,2.5
Luxembourg,"['Bar', 'Vegetarian Friendly', 'Gluten Free Options']",10.0,$$ - $$$,367.0,"[['Very good Italian restaurant', 'Phenomenal!'], ['12/23/2017', '10/30/2017']]",/Restaurant_Review-g190356-d743791-Reviews-Essenza-Luxembourg_City.html,d743791,45.0,45.0,40.0,45.0,81.0,58.0,19.0,4.0,2.0,164.0,84.75609756097559,4.5,4.25
Berlin,"['Bar', 'Pub']",4013.0,,3.0,"[[], []]",/Restaurant_Review-g187323-d1925417-Reviews-Serene_Bar-Berlin.html,d1925417,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
Paris,,7983.0,,,"[[], []]",/Restaurant_Review-g187147-d1337300-Reviews-Karnile-Paris_Ile_de_France.html,d1337300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Paris,,9820.0,,8.0,"[['Good location for drinks only.'], ['06/17/2016']]",/Restaurant_Review-g187147-d9557339-Reviews-Polly_Magoo-Paris_Ile_de_France.html,d9557339,0.0,45.0,40.0,30.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0
Barcelona,['Fast Food'],4230.0,,2.0,"[['Very nice little cafe', 'Great!'], ['08/04/2016', '05/19/2015']]",/Restaurant_Review-g187497-d5577542-Reviews-Mar_y_Copas_Pub-Barcelona_Catalonia.html,d5577542,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
Budapest,"['European', 'Hungarian']",2421.0,,,"[['Special place'], ['11/03/2017']]",/Restaurant_Review-g274887-d11868688-Reviews-Tuzestal_Etterem-Budapest_Central_Hungary.html,d11868688,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,66.66666666666666,0.0,3.25
Milan,,5908.0,,20.0,"[[], []]",/Restaurant_Review-g187849-d12674140-Reviews-Toastamore-Milan_Lombardy.html,d12674140,30.0,35.0,35.0,35.0,36.0,24.0,8.0,7.0,19.0,94.0,63.829787234042556,2.5,3.25
London,,15921.0,,4.0,"[['Comfort food', 'Polish flavour'], ['07/09/2016', '06/21/2015']]",/Restaurant_Review-g186338-d4706280-Reviews-Gryf_Polish_Restaurant-London_England.html,d4706280,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,50.0,0.0,2.5
Oporto,,1148.0,,2.0,"[[], []]",/Restaurant_Review-g189180-d12714205-Reviews-Restaurante_Sino-Porto_Porto_District_Northern_Portugal.html,d12714205,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,100.0,0.0,5.0
Amsterdam,"['Italian', 'Pizza', 'European']",1435.0,$$ - $$$,23.0,"[['Good restaurant', 'succulent meals in a cozy place'], ['11/19/2017', '10/22/2017']]",/Restaurant_Review-g188590-d11768463-Reviews-Las_Estrellas-Amsterdam_North_Holland_Province.html,d11768463,40.0,45.0,40.0,45.0,17.0,3.0,0.0,4.0,3.0,27.0,74.07407407407408,3.0,3.75
Stockholm,"['European', 'Scandinavian']",1996.0,,2.0,"[[], []]",/Restaurant_Review-g189852-d2361193-Reviews-Baren-Stockholm.html,d2361193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0,0.0,2.5
Ljubljana,"['International', 'Street Food', 'Vegetarian Friendly']",43.0,$,30.0,"[['Excellent', 'The juiciest B'], ['01/05/2018', '01/05/2018']]",/Restaurant_Review-g274873-d12930051-Reviews-Zbornica-Ljubljana_Upper_Carniola_Region.html,d12930051,45.0,45.0,45.0,45.0,307.0,15.0,10.0,7.0,6.0,345.0,93.33333333333331,3.5,4.75
London,,11458.0,,6.0,"[['Great for a quick lunch', 'Quick cuppa'], ['02/01/2017', '11/08/2017']]",/Restaurant_Review-g186338-d11835751-Reviews-Pret_a_Manger-London_England.html,d11835751,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,83.33333333333334,0.0,4.25
London,"['Chinese', 'Seafood', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1275.0,$$ - $$$,545.0,"[['Very good as usual', 'Great food'], ['12/04/2017', '11/07/2017']]",/Restaurant_Review-g186338-d719980-Reviews-Mandarin_Kitchen-London_England.html,d719980,40.0,35.0,40.0,35.0,209.0,210.0,77.0,32.0,28.0,556.0,75.35971223021582,3.75,3.75
Lisbon,"['Japanese', 'Sushi', 'Grill']",1662.0,$$ - $$$,3.0,"[['Impressive'], ['02/20/2018']]",/Restaurant_Review-g189158-d13390341-Reviews-GIRO_Sabores_do_Mundo-Lisbon_Lisbon_District_Central_Portugal.html,d13390341,40.0,45.0,40.0,45.0,12.0,2.0,0.0,1.0,2.0,17.0,82.35294117647058,3.0,4.0
Prague,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Central European', 'Vegetarian Friendly']",595.0,$$ - $$$,72.0,"[['Fantastic restaurant!', 'Amazing salad'], ['01/05/2018', '12/31/2017']]",/Restaurant_Review-g274707-d4209799-Reviews-PIZZERIA_di_CARLO_III-Prague_Bohemia.html,d4209799,45.0,40.0,40.0,45.0,16.0,9.0,2.0,1.0,2.0,30.0,83.33333333333334,3.0,4.25
Paris,['American'],13237.0,$,3.0,"[[], []]",/Restaurant_Review-g187147-d12373404-Reviews-Subway-Paris_Ile_de_France.html,d12373404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Rome,"['Italian', 'Pizza', 'Delicatessen']",3177.0,$,21.0,"[['Excellent food, excellent service', 'Excellent and familiar'], ['10/30/2017', '12/29/2016']]",/Restaurant_Review-g187791-d10474693-Reviews-Paneria-Rome_Lazio.html,d10474693,50.0,50.0,45.0,50.0,5.0,0.0,0.0,0.0,0.0,5.0,100.0,3.5,5.0
Lisbon,"['French', 'European']",791.0,$$ - $$$,129.0,"[['The sauce is boss', 'Great quality'], ['04/14/2017', '01/04/2018']]",/Restaurant_Review-g189158-d5981485-Reviews-La_Brasserie_de_L_Entrecote-Lisbon_Lisbon_District_Central_Portugal.html,d5981485,45.0,45.0,35.0,40.0,26.0,8.0,2.0,0.0,1.0,37.0,91.8918918918919,4.0,4.5
Barcelona,"['European', 'Spanish', 'Mediterranean']",7607.0,$$ - $$$,205.0,"[['Afternoon break', 'Very poor service. Food ok, but they tri...'], ['09/09/2017', '08/16/2017']]",/Restaurant_Review-g187497-d1422474-Reviews-Itapa_Catalunya-Barcelona_Catalonia.html,d1422474,20.0,20.0,20.0,20.0,11.0,12.0,11.0,14.0,54.0,102.0,22.549019607843142,1.5,1.25
London,"['European', 'Vegetarian Friendly', 'Gluten Free Options']",2517.0,$$$$,644.0,"[['Breakfast not at Tiffanys', 'Delicious Meal, attentive staff'], ['12/31/2017', '12/29/2017']]",/Restaurant_Review-g186338-d733309-Reviews-Homage_at_The_Waldorf_Hilton-London_England.html,d733309,40.0,40.0,35.0,35.0,300.0,171.0,117.0,86.0,67.0,741.0,63.56275303643726,3.75,3.25
Prague,"['European', 'Czech', 'Central European']",3530.0,$$ - $$$,18.0,"[['Czech food for a good price', 'Mediocre food and poor service'], ['02/01/2016', '10/03/2015']]",/Restaurant_Review-g274707-d1486704-Reviews-Ceska_Restaurant-Prague_Bohemia.html,d1486704,35.0,35.0,40.0,40.0,2.0,3.0,2.0,0.0,1.0,8.0,62.5,3.75,3.0
Paris,,10675.0,,,"[[], []]",/Restaurant_Review-g187147-d12133777-Reviews-Le_Bourgoin-Paris_Ile_de_France.html,d12133777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Madrid,,6895.0,,5.0,"[[], []]",/Restaurant_Review-g187514-d8003019-Reviews-Pizza_Garage-Madrid.html,d8003019,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,80.0,0.0,4.0
Lyon,['French'],1420.0,$$ - $$$,87.0,"[['nice for a business, fast dinner', 'Excellent French and International cuisine...'], ['05/01/2017', '03/16/2016']]",/Restaurant_Review-g207360-d2614333-Reviews-Mix_City-Villeurbanne_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d2614333,40.0,45.0,40.0,40.0,4.0,1.0,0.0,0.0,0.0,5.0,100.0,4.0,5.0
Madrid,,7979.0,,11.0,"[[], []]",/Restaurant_Review-g187514-d10260630-Reviews-Machelle_Parrilla-Madrid.html,d10260630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madrid,,6362.0,,4.0,"[[], []]",/Restaurant_Review-g187514-d12836374-Reviews-Mawersa-Madrid.html,d12836374,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,75.0,0.0,3.75
Warsaw,"['Pizza', 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",94.0,$$ - $$$,462.0,"[['Lovely food and staff', 'Fantastic service'], ['12/08/2017', '11/19/2017']]",/Restaurant_Review-g274856-d4064729-Reviews-La_Dolce_Vita-Warsaw_Mazovia_Province_Central_Poland.html,d4064729,45.0,45.0,40.0,45.0,178.0,84.0,27.0,20.0,22.0,331.0,79.15407854984893,4.5,4.0
Madrid,"['Japanese', 'Peruvian', 'South American', 'Spanish', 'Thai']",4279.0,,16.0,"[['Excellent'], ['09/03/2015']]",/Restaurant_Review-g187514-d7827387-Reviews-El_Gusto_Es_Nuestro-Madrid.html,d7827387,50.0,50.0,45.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.5,5.0
London,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",1594.0,$$ - $$$,175.0,"[['very swish Chinese cuisine', 'Talented chef but delicious very tasty dis...'], ['12/22/2017', '12/14/2017']]",/Restaurant_Review-g186338-d680470-Reviews-A_Wong-London_England.html,d680470,45.0,45.0,40.0,40.0,525.0,154.0,63.0,30.0,37.0,809.0,83.93077873918419,4.25,4.25
Barcelona,"['Japanese', 'Peruvian', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",609.0,$$ - $$$,79.0,"[['Amazing food in great surroundings.', 'Outstanding quality, something different'], ['11/07/2017', '11/06/2017']]",/Restaurant_Review-g187497-d12410511-Reviews-Big_Kokka-Barcelona_Catalonia.html,d12410511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Munich,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",195.0,$$ - $$$,47.0,"[['top', 'Second visit'], ['12/05/2017', '09/15/2017']]",/Restaurant_Review-g187309-d10735617-Reviews-Il_Sogno-Munich_Upper_Bavaria_Bavaria.html,d10735617,45.0,45.0,45.0,45.0,45.0,8.0,1.0,1.0,4.0,59.0,89.83050847457628,3.5,4.5
Barcelona,"['Mediterranean', 'European', 'Spanish']",1361.0,$$$$,107.0,"[['Great food, great service, superb experien...', 'What a way to end a holiday!'], ['08/29/2017', '07/19/2017']]",/Restaurant_Review-g187497-d1079743-Reviews-Galaxo-Barcelona_Catalonia.html,d1079743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Munich,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",499.0,$$ - $$$,87.0,"[['Worth a visit', 'My favourite place to eat in Munich'], ['12/01/2017', '09/19/2017']]",/Restaurant_Review-g187309-d1039608-Reviews-Al_Torchio_Trattoria_Vinoteca-Munich_Upper_Bavaria_Bavaria.html,d1039608,45.0,50.0,45.0,45.0,17.0,10.0,0.0,0.0,0.0,27.0,100.0,4.5,5.0
London,"['Mediterranean', 'European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",1389.0,$$ - $$$,300.0,"[['Nice location, friendly service but bad fo...', 'Delicious Dinner'], ['12/22/2017', '11/29/2017']]",/Restaurant_Review-g186338-d3507853-Reviews-Apero-London_England.html,d3507853,45.0,45.0,40.0,45.0,194.0,93.0,28.0,8.0,6.0,329.0,87.23404255319151,4.5,4.25
Barcelona,"['Spanish', 'Mediterranean']",2071.0,$$ - $$$,65.0,"[['Fabulous fillet steaks still sizzling on t...', 'Excellent food at reasonable prices'], ['09/19/2017', '10/19/2017']]",/Restaurant_Review-g187497-d986367-Reviews-Restaurante_El_Caseron-Barcelona_Catalonia.html,d986367,45.0,40.0,40.0,35.0,10.0,4.0,1.0,0.0,1.0,16.0,87.5,4.0,4.5
Barcelona,['Pizza'],2685.0,$$ - $$$,24.0,"[['Authentic Italian in Sants'], ['08/04/2016']]",/Restaurant_Review-g187497-d5868043-Reviews-Pizzeria_Ciao-Barcelona_Catalonia.html,d5868043,45.0,40.0,40.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
Stockholm,"['Japanese', 'Sushi']",1048.0,,8.0,"[['Great Asian restaurant for lunch', 'Good value and Good food'], ['03/15/2016', '08/20/2014']]",/Restaurant_Review-g189852-d6996153-Reviews-Ni_Hao_Stockholm-Stockholm.html,d6996153,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,100.0,0.0,5.0
Milan,,4166.0,,2.0,"[[], []]",/Restaurant_Review-g187849-d12857903-Reviews-Pizzeria_dei_3_amici-Milan_Lombardy.html,d12857903,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,7.0,71.42857142857143,0.0,3.5
Madrid,"['French', 'Cafe']",4481.0,,9.0,"[['Great spot'], ['10/19/2014']]",/Restaurant_Review-g187514-d4361894-Reviews-El_trueque-Madrid.html,d4361894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Budapest,['Italian'],1400.0,,2.0,"[['Weekday dinner'], ['04/11/2017']]",/Restaurant_Review-g274887-d12309950-Reviews-Poni_Caffe_Pizza-Budapest_Central_Hungary.html,d12309950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Edinburgh,"['British', 'Scottish']",1673.0,,3.0,"[['Musician', 'small bar'], ['01/01/2014', '05/22/2013']]",/Restaurant_Review-g186525-d3863441-Reviews-The_Cross_Keys_Inn-Edinburgh_Scotland.html,d3863441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geneva,['International'],1296.0,$$$$,12.0,"[[], []]",/Restaurant_Review-g188057-d2167479-Reviews-Broadway_bar_restaurant-Geneva.html,d2167479,30.0,35.0,30.0,35.0,1.0,5.0,0.0,5.0,1.0,12.0,50.0,2.5,2.5
Amsterdam,"['Mexican', 'International']",1776.0,$$ - $$$,35.0,"[['nice lunch place with Mexican options', 'Perfect start for the day!'], ['08/23/2016', '04/17/2016']]",/Restaurant_Review-g188590-d4366326-Reviews-Kerkstraat_59-Amsterdam_North_Holland_Province.html,d4366326,45.0,45.0,45.0,45.0,14.0,6.0,1.0,0.0,0.0,21.0,95.23809523809523,4.5,4.75
Warsaw,,1790.0,,6.0,"[['Best service in the world!'], ['05/31/2017']]",/Restaurant_Review-g274856-d10807470-Reviews-Big_Adriano-Warsaw_Mazovia_Province_Central_Poland.html,d10807470,35.0,40.0,35.0,40.0,2.0,1.0,0.0,0.0,1.0,4.0,75.0,2.75,3.75
Paris,"['Chinese', 'Asian']",4542.0,$,107.0,"[['Decent', 'Decent food'], ['10/01/2017', '04/23/2017']]",/Restaurant_Review-g187147-d2256277-Reviews-Chez_Shen-Paris_Ile_de_France.html,d2256277,40.0,40.0,45.0,35.0,9.0,14.0,2.0,2.0,3.0,30.0,76.66666666666667,4.0,3.75
Hamburg,['Steakhouse'],1689.0,$$ - $$$,20.0,"[['A fast effective lunch break', 'Good early evening dinner'], ['11/30/2016', '11/30/2016']]",/Restaurant_Review-g187331-d9816204-Reviews-Rio_The_Grillbar-Hamburg.html,d9816204,25.0,35.0,25.0,30.0,1.0,2.0,1.0,1.0,1.0,6.0,50.0,2.0,2.5
Prague,"['European', 'Czech', 'Central European']",1622.0,$$ - $$$,23.0,"[['Accommodating', 'A total Fail'], ['06/25/2017', '12/28/2017']]",/Restaurant_Review-g274707-d3182825-Reviews-Borsky_Gasto-Prague_Bohemia.html,d3182825,40.0,40.0,35.0,40.0,5.0,7.0,1.0,1.0,0.0,14.0,85.71428571428571,3.0,4.25
Ljubljana,"['Pizza', 'European', 'Slovenian']",298.0,$$ - $$$,5.0,"[['cosy ambient delicious food', 'Perfect beer, view and service'], ['09/02/2017', '11/22/2017']]",/Restaurant_Review-g274873-d11256371-Reviews-Gostilnica_Orle-Ljubljana_Upper_Carniola_Region.html,d11256371,40.0,35.0,40.0,40.0,13.0,4.0,2.0,2.0,0.0,21.0,80.95238095238095,3.0,4.0
Hamburg,,708.0,,14.0,"[['Schokolade Ecuador and a Latte Macchiato', 'Delicious but not special'], ['11/20/2017', '09/03/2017']]",/Restaurant_Review-g187331-d12406798-Reviews-Amorino-Hamburg.html,d12406798,50.0,45.0,50.0,50.0,4.0,3.0,1.0,0.0,0.0,8.0,87.5,3.5,4.5
Rome,"['Italian', 'Pizza']",4675.0,$,44.0,"[['Thin and crispy pizza!', 'Good pizza'], ['05/06/2016', '03/28/2016']]",/Restaurant_Review-g187791-d4107849-Reviews-Pizzologia-Rome_Lazio.html,d4107849,45.0,40.0,40.0,40.0,2.0,2.0,0.0,0.0,0.0,4.0,100.0,4.0,5.0
Dublin,"['Indian', 'Asian']",1755.0,,29.0,"[['Was once good. Bottom of the hill now.', 'Lovely Indian Food'], ['08/07/2016', '07/26/2015']]",/Restaurant_Review-g186605-d812608-Reviews-Surma_Restaurant-Dublin_County_Dublin.html,d812608,35.0,35.0,35.0,30.0,9.0,8.0,5.0,5.0,2.0,29.0,58.620689655172406,3.5,3.0
Madrid,"['Delicatessen', 'Healthy', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",175.0,$$ - $$$,151.0,"[['Wonderful', 'Excellent restaurant'], ['12/10/2017', '10/08/2017']]",/Restaurant_Review-g187514-d10451094-Reviews-Level_Veggie_Bistro-Madrid.html,d10451094,45.0,45.0,40.0,45.0,97.0,8.0,1.0,2.0,0.0,108.0,97.2222222222222,3.25,4.75
Stockholm,"['Swedish', 'Scandinavian', 'European', 'Vegetarian Friendly', 'Vegan Options']",485.0,$$ - $$$,71.0,"[['Very unusual museum', 'Surprisingly large - advertisement as art'], ['11/30/2017', '09/09/2017']]",/Restaurant_Review-g189852-d8834221-Reviews-Spritmuseum-Stockholm.html,d8834221,40.0,40.0,35.0,40.0,29.0,40.0,20.0,10.0,4.0,103.0,66.99029126213593,4.0,3.25
Berlin,['Italian'],3188.0,$$ - $$$,26.0,"[['Lovely Restaurant', 'Real good Italian'], ['01/01/2018', '03/17/2015']]",/Restaurant_Review-g187323-d2417932-Reviews-La_mia_Toscana-Berlin.html,d2417932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athens,"['Italian', 'French', 'International', 'Greek']",422.0,$$ - $$$,17.0,"[['Great bar, friendly staff', 'Hidden Gem'], ['11/06/2017', '10/14/2017']]",/Restaurant_Review-g189400-d12618846-Reviews-Epireia-Athens_Attica.html,d12618846,40.0,40.0,40.0,40.0,17.0,2.0,0.0,2.0,0.0,21.0,90.4761904761905,3.0,4.5
London,"['Lebanese', 'Mediterranean']",15245.0,,2.0,"[[""Not what's advertised"", 'Wow!!! Amazing!!!'], ['01/27/2017', '10/12/2016']]",/Restaurant_Review-g186338-d7727870-Reviews-Marrakech-London_England.html,d7727870,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.5
Rome,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",955.0,$$ - $$$,414.0,"[['Good eats', 'Introduction to Rome'], ['11/21/2017', '09/04/2017']]",/Restaurant_Review-g187791-d3441758-Reviews-Ai_Balestrari-Rome_Lazio.html,d3441758,40.0,40.0,40.0,40.0,29.0,26.0,3.0,5.0,2.0,65.0,84.61538461538461,4.0,4.25
Lyon,['French'],421.0,$$ - $$$,98.0,"[['The best cheese restaurant', 'Good local restaurant on the hill'], ['12/25/2017', '10/16/2017']]",/Restaurant_Review-g187265-d1209282-Reviews-La_petite_auberge-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1209282,40.0,45.0,40.0,40.0,7.0,5.0,0.0,0.0,0.0,12.0,100.0,4.0,5.0
Paris,['Indian'],10659.0,,2.0,"[['Indian located close to metro station Méni...'], ['07/08/2012']]",/Restaurant_Review-g187147-d3191175-Reviews-Le_Rubi-Paris_Ile_de_France.html,d3191175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Madrid,"['Diner', 'Mediterranean', 'Spanish', 'Bar']",3001.0,$,71.0,"[['Very cozy!', 'Service rate: 1'], ['01/17/2016', '11/18/2015']]",/Restaurant_Review-g187514-d3647024-Reviews-La_Zamorana-Madrid.html,d3647024,35.0,40.0,35.0,35.0,3.0,1.0,0.0,0.0,1.0,5.0,80.0,3.5,4.0
Lisbon,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",3001.0,$$ - $$$,123.0,"[['Good pizza. Fine for a quick stop', 'Good food and location, service needs work'], ['08/12/2017', '05/01/2017']]",/Restaurant_Review-g189158-d7059189-Reviews-Capricciosa_Rossio-Lisbon_Lisbon_District_Central_Portugal.html,d7059189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rome,['Pizza'],2144.0,,184.0,"[[], []]",/Restaurant_Review-g187791-d4274086-Reviews-Al_Mattarello_d_Oro-Rome_Lazio.html,d4274086,45.0,35.0,35.0,30.0,109.0,73.0,20.0,13.0,10.0,225.0,80.8888888888889,3.5,4.0
Krakow,,864.0,,13.0,"[['very classy restaurant'], ['07/27/2016']]",/Restaurant_Review-g274772-d8664597-Reviews-Santorini-Krakow_Lesser_Poland_Province_Southern_Poland.html,d8664597,45.0,45.0,40.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.25,5.0
London,['European'],10252.0,$$ - $$$,5.0,"[['Breakfast', 'Excellent!'], ['02/25/2017', '12/04/2014']]",/Restaurant_Review-g186338-d1089392-Reviews-The_Room-London_England.html,d1089392,0.0,35.0,30.0,25.0,9.0,3.0,2.0,3.0,2.0,19.0,63.157894736842096,1.5,3.25
Milan,['Chinese'],3119.0,,29.0,"[[], []]",/Restaurant_Review-g187849-d2547136-Reviews-Songhe_Sas_Di_Hu_Yujing_C-Milan_Lombardy.html,d2547136,35.0,40.0,45.0,35.0,10.0,13.0,6.0,2.0,2.0,33.0,69.6969696969697,4.0,3.5
Rome,,3082.0,,56.0,"[['Delicious pizza, great service'], ['08/23/2017']]",/Restaurant_Review-g187791-d7900258-Reviews-I_Diavoli_Della_Pizza_2-Rome_Lazio.html,d7900258,40.0,40.0,40.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
Rome,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1091.0,$$ - $$$,366.0,"[['Monteverde gem.', 'A wonderful anniversary dinner'], ['12/30/2017', '06/17/2017']]",/Restaurant_Review-g187791-d3438264-Reviews-Tutto_Qua-Rome_Lazio.html,d3438264,45.0,45.0,40.0,45.0,35.0,16.0,2.0,0.0,0.0,53.0,96.22641509433964,4.5,4.75
Edinburgh,,1758.0,,3.0,"[['Mr B Millar', 'Rude Staff who do not accept being told wh...'], ['08/20/2017', '12/22/2016']]",/Restaurant_Review-g186525-d4910755-Reviews-The_Hot_Pot-Edinburgh_Scotland.html,d4910755,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,33.33333333333333,0.0,1.75
Barcelona,,6184.0,,5.0,"[[], []]",/Restaurant_Review-g187497-d997630-Reviews-Restaurante_Dirty_Dut-Barcelona_Catalonia.html,d997630,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,7.0,85.71428571428571,0.0,4.25
Milan,['Pizza'],5402.0,,7.0,"[[], []]",/Restaurant_Review-g187849-d5617384-Reviews-Pizzeria_Jolly-Milan_Lombardy.html,d5617384,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,7.0,71.42857142857143,0.0,3.5
Amsterdam,"['Bar', 'Pub', 'Dutch', 'International', 'European']",2358.0,$$ - $$$,30.0,"[['Drink-drink-drink', 'Nice place - a little atmosphere in corpor...'], ['04/08/2017', '03/06/2017']]",/Restaurant_Review-g188590-d8710314-Reviews-Mason_Street-Amsterdam_North_Holland_Province.html,d8710314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athens,"['Mediterranean', 'Pub']",755.0,$$ - $$$,23.0,"[['We had a blast here!', 'Cozy'], ['10/28/2017', '09/13/2017']]",/Restaurant_Review-g189400-d7353263-Reviews-Hollywood_Pub-Athens_Attica.html,d7353263,45.0,45.0,45.0,45.0,14.0,3.0,0.0,0.0,1.0,18.0,94.44444444444444,3.5,4.75
Vienna,"['Steakhouse', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",414.0,$$ - $$$,165.0,"[['Delicious', 'Generally ok'], ['01/02/2018', '12/24/2017']]",/Restaurant_Review-g190454-d11741927-Reviews-Crazy_Lobster-Vienna.html,d11741927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4733.0,$$ - $$$,171.0,"[['Good food. Cool, but professional service.', 'Food Great, Service not quite there'], ['07/14/2017', '06/02/2017']]",/Restaurant_Review-g186338-d2102678-Reviews-Sripur-London_England.html,d2102678,40.0,40.0,35.0,30.0,111.0,49.0,17.0,20.0,28.0,225.0,71.1111111111111,3.5,3.5
Warsaw,"['Polish', 'European']",1501.0,$$ - $$$,9.0,"[['Good spot to try Perogi', 'Nice waitress, lovely dumplings.'], ['11/01/2016', '08/31/2015']]",/Restaurant_Review-g274856-d697171-Reviews-U_Hopfera_Pierogi_Swiata-Warsaw_Mazovia_Province_Central_Poland.html,d697171,40.0,40.0,35.0,40.0,1.0,3.0,1.0,1.0,0.0,6.0,66.66666666666666,3.0,3.25
Madrid,['Cafe'],3159.0,,14.0,"[[], []]",/Restaurant_Review-g187514-d10237168-Reviews-So_Natural-Madrid.html,d10237168,45.0,40.0,45.0,45.0,10.0,5.0,0.0,2.0,0.0,17.0,88.23529411764706,3.25,4.5
